MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs,rank
2G0562736-0057164,56.2737,-0.5716,0.19,0.53,0.4,0.47,0.15,33,69,0.66,0.43,0.06,R,,1G056274-005712,G056.274-00.571,,,Simbad,294.5239,20.3687,3
2G3326480-0060623,332.648,-0.6062,0.09,0.5,0.32,0.42,0.07,54,98,0.77,0.11,0.35,R,,1G332649-006069,,,,Simbad,244.9086,-51.0531,3
2G0443582-0005831,44.3582,-0.0583,0.54,1.89,1.24,1.6,0.29,57,77,0.75,,0.15,C,,,G044.375-00.076,6.1,,Simbad,288.1775,10.1281,3
2G3125926-0050597,312.5927,-0.506,0.28,0.74,0.52,0.64,0.18,161,81,0.71,0.11,0.16,R,,1G312592-005035,G312.591-00.503,,,Simbad,213.6646,-61.8068,3
2G3361097+0001933,336.1097,0.0193,0.99,2.26,1.65,1.98,0.46,88,120,0.68,0.07,0.13,R,,1G336106+000084,G336.097+00.005,,,Simbad,247.9462,-48.1372,3
2G3501054+0006472,350.1055,0.0647,0.06,0.21,0.13,0.18,0.03,94,54,0.8,,0.22,C,,,G350.105+00.064,,,Simbad,259.8822,-37.1915,3
2G3039101-0072147,303.9101,-0.7215,1.8,2.98,2.1,2.58,0.91,17,111,0.71,0.19,0.18,R,P,1G303913-007165,G303.915-00.735,,S163,Simbad,195.0579,-63.5765,3
2G3278894-0005292,327.8894,-0.0529,1.05,4.31,3.24,3.81,0.88,54,101,0.66,,0.13,C,,1G327889-000446,G327.889-00.045,,,Simbad,238.5023,-53.8332,3
2G3101623-0012775,310.1623,-0.1278,0.35,0.98,0.7,0.85,0.2,112,109,0.7,0.1,0.15,R,D,,G310.168-00.132,11.5,,Simbad,208.4728,-62.1196,3
2G0023189-0014641,2.3189,-0.1464,0.2,0.91,0.81,0.86,0.12,43,57,0.46,,0.14,C,,1G002319-001476,G002.317-00.149,,,Simbad,267.9014,-27.025,3
2G3090233-0027870,309.0234,-0.2787,0.19,0.84,0.59,0.72,0.1,29,63,0.71,,0.13,C,,1G309021-002784,G309.026-00.277,,,Simbad,206.1544,-62.5198,3
2G3285712-0051854,328.5712,-0.5185,0.67,1.12,0.93,1.03,0.28,86,118,0.56,0.12,0.13,R,,1G328561-005077,G328.572-00.527,3.4,,Simbad,239.8929,-53.7505,3
2G0577963+0004120,57.7964,0.0412,0.78,0.76,0.58,0.68,0.29,52,122,0.65,0.1,0.16,R,,,G057.801+00.042,,,Simbad,294.7528,21.9961,3
2G0043857+0007361,4.3857,0.0736,0.19,0.96,0.68,0.83,0.09,147,52,0.71,,0.15,C,,,,,CN58,Simbad,268.8579,-25.1323,3
2G0220283+0021485,22.0283,0.2149,0.76,1.07,0.78,0.94,0.64,164,99,0.68,0.07,0.12,R,,1G022027+002159,G022.026+00.212,,,Simbad,277.6464,-9.5923,3
2G3330424-0039830,333.0425,-0.3983,0.22,0.53,0.39,0.46,0.11,14,90,0.69,0.09,0.13,R,,1G333042-003996,,,,Simbad,245.1216,-50.628,3
2G2957929-0014970,295.7929,-0.1497,0.38,0.76,0.62,0.69,0.25,65,74,0.59,0.17,0.21,R,D,,,,,Simbad,177.4249,-62.1627,3
2G0215196-0025384,21.5197,-0.2539,0.26,1.54,1.08,1.33,0.14,7,36,0.71,,0.12,C,,,G021.521-00.253,,,Simbad,277.8293,-10.2601,3
2G3317574+0007777,331.7574,0.0778,0.28,2.17,1.58,1.9,0.16,17,14,0.69,,0.14,C,,,G331.760+00.064,,,Simbad,243.1307,-51.1775,3
2G0107506-0007229,10.7507,-0.0723,0.19,0.54,0.3,0.44,0.21,54,54,0.83,,0.13,C,,,G010.749-00.072,,,Simbad,272.3951,-19.6686,3
2G0152934-0088028,15.2934,-0.8803,0.23,1.61,0.85,1.29,0.22,23,22,0.85,0.15,0.22,R,,1G015294-008798,G015.277-00.872,,,Simbad,275.4168,-16.0603,3
2G0278135-0024243,27.8135,-0.2424,0.06,0.23,0.16,0.2,0.06,178,157,0.74,0.12,0.23,R,,1G027814-002424,G027.814-00.242,,,Simbad,280.7369,-4.6649,3
2G0297628+0007774,29.7629,0.0777,0.19,0.45,0.35,0.4,0.11,131,14,0.63,,0.16,C,,,,,,Simbad,281.3441,-2.7846,3
2G3033986-0095529,303.3986,-0.9553,0.12,1.74,1.12,1.47,0.12,14,49,0.76,,0.2,C,,,G303.384-00.965,,,Simbad,193.9173,-63.8232,3
2G0310592+0048650,31.0593,0.4865,0.76,1.23,0.86,1.06,0.45,89,69,0.72,,0.17,C,,1G031061+004885,G031.054+00.491,12.6,,Simbad,281.5723,-1.4446,3
2G0181553+0009660,18.1553,0.0966,0.52,0.99,0.63,0.83,0.23,132,97,0.78,,0.13,C,,1G018154+000992,G018.152+00.090,4.1,,Simbad,275.9134,-13.0748,3
2G0072070+0008837,7.207,0.0884,0.16,0.31,0.26,0.29,0.05,9,73,0.58,,0.2,C,,,G007.207+00.091,,,Simbad,270.3855,-22.6808,3
2G0140484-0081899,14.0484,-0.819,0.72,2.48,2.05,2.28,0.61,176,102,0.56,0.19,0.13,R,,,,,,Simbad,274.748,-17.1293,3
2G0382741+0003442,38.2741,0.0344,0.7,6.1,3.85,5.1,0.63,67,66,0.78,,0.15,C,,1G038293+000200,,,N71,Simbad,285.2703,4.7688,3
2G3195040-0042304,319.5041,-0.423,0.48,0.86,0.72,0.79,0.21,176,66,0.54,,0.15,C,,1G319509-004204,G319.514-00.415,,,Simbad,226.3872,-58.9105,3
2G3110793-0003649,311.0794,-0.0365,0.15,1.2,1.01,1.11,0.1,10,87,0.55,,0.17,C,,1G311080-000380,G311.085-00.035,,,Simbad,210.311,-61.799,3
2G0376666+0018271,37.6667,0.1827,0.6,2.34,1.77,2.08,0.29,180,62,0.65,,0.13,C,,1G037660+001702,G037.677+00.155,6.7,,Simbad,284.8594,4.2964,3
2G3062863-0034496,306.2864,-0.345,0.27,0.69,0.59,0.64,0.15,22,89,0.5,0.07,0.07,C,,,G306.286-00.344,,,Simbad,200.2706,-63.0235,3
2G3062447-0055097,306.2447,-0.551,0.24,0.5,0.32,0.42,0.12,26,110,0.77,0.16,0.07,R,,,,,,Simbad,200.2311,-63.2329,3
2G3364868-0021999,336.4869,-0.22,0.67,3.32,2.7,3.03,0.56,28,77,0.58,0.32,0.22,R,P,1G336488-002027,G336.446-00.198,,S41,Simbad,248.5929,-48.0237,3
2G0169039-0066287,16.904,-0.6629,0.06,0.2,0.16,0.18,0.04,29,83,0.57,0.32,0.15,R,,,G016.905-00.662,,,Simbad,276.001,-14.5361,3
2G0248975+0020996,24.8975,0.21,0.28,0.78,0.52,0.66,0.17,66,75,0.75,0.19,0.26,R,,1G024900+002113,G024.897+00.211,,,Simbad,278.9889,-7.0491,3
2G0370210-0019391,37.021,-0.1939,0.5,5.4,4.19,4.83,0.57,8,90,0.63,,0.16,C,P,,G037.028-00.202,6.8,,Simbad,284.8994,3.55,3
2G0241107+0026827,24.1107,0.2683,0.05,0.17,0.13,0.15,0.06,60,74,0.64,,0.2,C,,,,,,Simbad,278.5714,-7.7207,3
2G0438050-0011961,43.8051,-0.1196,0.16,0.61,0.39,0.51,0.08,60,92,0.77,,0.2,C,,1G043806-001188,,,,Simbad,287.9726,9.6095,3
2G0214052+0070588,21.4052,0.7059,0.83,2.19,1.26,1.79,0.52,102,51,0.82,,0.13,C,,,,,,Simbad,276.9117,-9.9164,3
2G3550320-0021529,355.032,-0.2153,1.43,2.01,1.39,1.73,0.73,1,88,0.72,0.06,0.23,R,,1G355032-002175,G355.026-00.211,,,Simbad,263.532,-33.2583,3
2G3518947+0012160,351.8947,0.1216,0.38,1.09,0.83,0.97,0.2,54,76,0.64,,0.13,C,,1G351894+001223,,,,Simbad,261.0875,-35.6866,3
2G0312627+0002934,31.2627,0.0294,0.25,0.91,0.58,0.77,0.1,170,57,0.77,,0.23,C,,1G031264+000355,G031.264+00.031,,,Simbad,282.072,-1.4721,3
2G0306617-0054208,30.6617,-0.5421,0.19,0.86,0.75,0.8,0.12,179,104,0.48,0.15,0.18,R,,1G030660-005418,G030.660-00.542,,,Simbad,282.3066,-2.2676,3
2G0361185+0015375,36.1186,0.1538,1.03,5.94,4.43,5.24,0.56,26,63,0.67,,0.19,C,,,G036.106+00.145,,,Simbad,284.1767,2.906,3
2G2993903-0023528,299.3904,-0.2353,0.25,0.7,0.49,0.6,0.33,24,121,0.71,0.04,0.15,R,,1G299389-002316,G299.399-00.235,,,Simbad,185.0682,-62.8926,3
2G3556870+0001888,355.6871,0.0189,0.63,2.07,1.6,1.85,0.5,85,74,0.64,,0.23,C,,1G355684+000170,G355.680+00.006,,,Simbad,263.7206,-32.5809,3
2G0264332+0061488,26.4333,0.6149,0.64,1.64,1.19,1.43,0.39,17,67,0.69,,0.13,C,,1G026436+006111,G026.433+00.614,,,Simbad,279.3371,-5.499,3
2G3039365-0069463,303.9365,-0.6946,0.06,0.6,0.31,0.48,0.03,87,5,0.85,,0.17,C,D,,G303.938-00.690,12.4,,Simbad,195.1151,-63.5487,3
2G0495866-0035350,49.5866,-0.3535,0.15,0.6,0.35,0.49,0.09,77,72,0.82,0.27,0.2,R,D,1G049586-003526,,,,Simbad,290.9493,14.611,3
2G0458707-0008110,45.8708,-0.0811,1.02,2.16,1.57,1.89,0.36,51,36,0.69,,0.14,C,,,G045.882-00.088,,,Simbad,288.9132,11.457,3
2G0083352-0034735,8.3353,-0.3474,0.76,2.19,1.82,2.01,0.41,173,85,0.56,0.09,0.08,C,D,1G008331-003531,G008.332-00.354,,CN113,Simbad,271.3955,-21.9128,3
2G0318914-0033428,31.8914,-0.3343,0.4,3.11,2.17,2.68,0.32,28,69,0.72,,0.31,C,,1G031890-003336,G031.907-00.352,,,Simbad,282.6825,-1.0785,3
2G0037201-0022807,3.7201,-0.2281,0.74,1.98,1.61,1.8,0.55,40,138,0.58,0.06,0.25,R,,1G003720-002258,G003.716-00.225,,CN46,Simbad,268.7745,-25.8592,3
2G3521749+0030103,352.1749,0.301,1.6,5.19,4.43,4.82,0.87,55,109,0.52,0.26,0.29,R,,1G352168+003074,G352.171+00.307,,CS73,Simbad,261.0991,-35.3541,3
2G0304558+0043802,30.4559,0.438,0.73,2.66,2.06,2.38,0.41,83,85,0.63,0.07,0.22,R,,1G030461+004237,,,,Simbad,281.3399,-2.0036,3
2G3020156-0011292,302.0156,-0.1129,0.22,0.82,0.71,0.77,0.21,36,86,0.51,0.15,0.26,R,,1G302017-001144,G302.024-00.113,4.5,S166,Simbad,190.8428,-62.9703,3
2G3392929+0032255,339.293,0.3226,0.54,1.65,1.22,1.45,0.24,63,76,0.68,,0.14,C,,,,,,Simbad,250.7383,-45.5716,3
2G0163791-0055329,16.3791,-0.5533,0.63,2.4,2.07,2.24,0.49,69,65,0.5,,0.2,C,,1G016386-005462,G016.363-00.559,,,Simbad,275.6465,-14.9484,3
2G3433471-0032421,343.3471,-0.3242,0.06,0.51,0.27,0.41,0.1,98,3,0.84,,0.16,C,,,G343.344-00.330,,,Simbad,255.0378,-42.8574,3
2G0347448-0032725,34.7448,-0.3272,0.25,1.04,0.86,0.95,0.14,42,83,0.56,0.2,0.15,R,,1G034748-003272,G034.745-00.330,,,Simbad,283.9776,1.4641,3
2G3358873+0015451,335.8874,0.1545,2.01,7.19,4.26,5.91,0.78,161,70,0.8,,0.13,C,,,G335.794+00.153,,,Simbad,247.5701,-48.2064,3
2G3558050+0010508,355.8051,0.1051,0.29,0.74,0.53,0.65,0.16,166,108,0.7,0.15,0.19,R,,1G355806+001066,G355.805+00.104,,,Simbad,263.7104,-32.435,3
2G0296428-0045821,29.6429,-0.4582,0.49,1.36,1.06,1.22,0.32,168,110,0.63,0.1,0.18,R,,1G029641-004548,G029.640-00.451,,,Simbad,281.7667,-3.136,3
2G0364048+0002354,36.4048,0.0236,0.63,0.72,0.54,0.64,0.31,22,99,0.67,0.11,0.08,C,,,G036.405+00.021,3.5,,Simbad,284.4236,3.1012,3
2G0488104-0035731,48.8105,-0.3573,2.64,4.12,2.5,3.41,0.92,39,80,0.79,,0.16,C,,1G048797-003839,,,,Simbad,290.5747,13.925,3
2G3364984-0026321,336.4984,-0.2632,0.29,0.5,0.32,0.42,0.09,82,64,0.77,,0.15,C,D,,G336.497-00.261,,,Simbad,248.6521,-48.0445,3
2G3570320-0012638,357.032,-0.1264,0.1,0.28,0.19,0.24,0.03,79,49,0.74,,0.15,C,,,,,,Simbad,264.718,-31.5248,3
2G0120616-0028389,12.0617,-0.2839,0.29,0.54,0.32,0.44,0.16,38,156,0.8,0.07,0.12,C,,1G012060-002856,G012.064-00.284,,,Simbad,273.2598,-18.6216,3
2G0418007+0009156,41.8008,0.0916,0.19,0.73,0.58,0.66,0.17,31,58,0.61,0.1,0.15,R,,1G041803+000946,G041.800+00.094,,,Simbad,286.8472,7.9288,3
2G0184502-0001680,18.4503,-0.0168,0.3,0.89,0.74,0.82,0.2,28,110,0.55,0.15,0.17,R,,1G018452-000152,G018.451-00.016,11.9,,Simbad,276.158,-12.8672,3
2G0158773+0055351,15.8774,0.5535,0.22,1.15,0.85,1.02,0.33,66,125,0.67,0.32,0.26,R,,1G015877+005533,G015.883+00.550,,,Simbad,274.3917,-14.8684,3
2G0023739-0005297,2.3739,-0.053,0.15,0.52,0.38,0.45,0.08,13,68,0.67,0.22,0.16,R,,1G002374-000491,G002.374-00.053,,,Simbad,267.8428,-26.93,3
2G0328717-0042695,32.8717,-0.427,0.66,1.08,0.88,0.98,0.34,175,109,0.58,0.23,0.13,R,,1G032868-004262,G032.870-00.427,10.9,,Simbad,283.2121,-0.2483,3
2G3052625+0021386,305.2626,0.2139,0.46,1.79,1.59,1.69,0.52,27,114,0.45,0.37,0.36,R,,1G305263+002133,,,S156,Simbad,197.9234,-62.5661,3
2G0500331+0017011,50.0332,0.1701,1.2,5.37,4.97,5.18,0.61,13,127,0.38,0.13,0.2,R,,1G050050+001773,,,,Simbad,290.69,15.2519,3
2G3022952-0033992,302.2953,-0.3399,0.07,1.15,0.8,0.99,0.11,68,27,0.72,,0.16,C,,,,,,Simbad,191.4472,-63.2047,3
2G0313061+0052740,31.3061,0.5274,0.05,0.26,0.15,0.21,0.03,139,86,0.81,,0.15,C,,,,,,Simbad,281.6485,-1.2063,3
2G3470831+0011101,347.0832,0.111,1.28,9.06,4.25,7.08,1.33,77,97,0.88,0.1,0.24,R,,1G347107+000749,G347.087+00.091,,,Simbad,257.5841,-39.6194,3
2G3234822-0025897,323.4823,-0.259,0.7,4.66,3.47,4.11,0.45,60,51,0.67,,0.27,C,,1G323488-002609,G323.485-00.271,,,Simbad,232.5512,-56.6581,3
2G0200761-0014312,20.0761,-0.1431,0.12,0.34,0.27,0.31,0.08,40,109,0.61,0.18,0.3,R,,,G020.077-00.141,12.6,,Simbad,277.0477,-11.4878,3
2G3245437-0027836,324.5438,-0.2784,0.88,1.56,1.08,1.34,0.4,107,143,0.72,0.05,0.24,R,,1G324543-002836,G324.538-00.287,,,Simbad,234.1353,-56.0605,3
2G0382646+0062098,38.2647,0.621,0.07,0.18,0.11,0.15,0.07,63,80,0.77,0.16,0.12,R,,1G038265+006216,G038.264+00.621,,,Simbad,284.7424,5.0286,3
2G3551657-0005365,355.1657,-0.0537,0.04,0.34,0.27,0.31,0.04,88,62,0.63,,0.2,C,,,G355.166-00.054,,,Simbad,263.4566,-33.0583,3
2G3015312+0022870,301.5312,0.2287,0.76,1.7,1.36,1.54,0.36,33,128,0.6,0.06,0.09,C,,1G301522+002145,,,,Simbad,189.8136,-62.6099,3
2G3328333-0057047,332.8333,-0.5705,0.1,0.52,0.32,0.43,0.07,165,61,0.79,,0.21,C,,1G332834-005694,G332.833-00.569,,,Simbad,245.0781,-50.8975,3
2G3488816-0017371,348.8816,-0.1737,0.08,0.24,0.14,0.2,0.02,48,33,0.81,,0.18,C,,,G348.881-00.174,,,Simbad,259.2369,-38.3292,3
2G3369902-0002026,336.9903,-0.0203,0.05,0.3,0.24,0.27,0.02,1,30,0.62,,0.19,C,,,G336.990-00.021,7.8,,Simbad,248.8804,-47.5178,3
2G3336152-0003677,333.6152,-0.0368,0.27,0.67,0.44,0.57,0.2,29,76,0.76,0.04,0.13,R,,1G333613-000408,G333.618-00.037,,,Simbad,245.3585,-49.9678,3
2G3085981+0089609,308.5982,0.8961,1.52,1.84,1.44,1.65,0.78,74,91,0.63,,0.15,C,,,G308.614+00.876,,,Simbad,204.7805,-61.4499,3
2G3502837-0051659,350.2838,-0.5166,0.07,0.47,0.31,0.4,0.05,123,74,0.75,,0.15,C,,1G350284-005160,G350.283-00.516,,,Simbad,260.6102,-37.3764,3
2G0270892+0051277,27.0893,0.5128,0.08,0.27,0.21,0.24,0.1,33,93,0.64,0.18,0.11,R,,,,,,Simbad,279.7304,-4.963,3
2G0181969-0016992,18.1969,-0.1699,0.41,0.48,0.39,0.44,0.15,32,70,0.58,0.29,0.24,R,,1G018198-001688,G018.195-00.171,12.4,,Simbad,276.1752,-13.1628,3
2G0303584+0037600,30.3584,0.376,0.19,0.53,0.4,0.47,0.09,175,97,0.65,0.05,0.14,R,,,G030.357+00.378,,,Simbad,281.3506,-2.1186,3
2G0315303-0012168,31.5303,-0.1217,0.27,1.68,0.95,1.36,0.18,71,69,0.83,,0.19,C,,1G031532-001273,G031.534-00.134,,,Simbad,282.3286,-1.3029,3
2G3571996-0009292,357.1996,-0.0929,0.07,0.46,0.3,0.39,0.04,163,109,0.76,,0.15,C,,,,,,Simbad,264.7895,-31.3652,3
2G0310890+0019911,31.089,0.1991,0.25,0.34,0.29,0.31,0.1,42,85,0.51,,0.38,C,,,G031.090+00.202,,,Simbad,281.8417,-1.5493,3
2G0324378+0041290,32.4379,0.4129,0.1,0.36,0.3,0.33,0.07,71,117,0.54,0.08,0.25,R,,1G032439+004146,G032.437+00.413,,,Simbad,282.2667,-0.2514,3
2G0536488-0005315,53.6488,-0.0532,0.16,0.39,0.3,0.35,0.17,118,132,0.63,0.05,0.1,C,,,G053.649-00.054,,,Simbad,292.6934,18.3252,3
2G3279010-0072911,327.901,-0.7291,0.33,1.67,1.32,1.51,0.16,49,49,0.62,,0.13,C,P,,G327.878-00.727,,,Simbad,239.2558,-54.3451,3
2G0032285-0009293,3.2286,-0.0929,0.42,1.36,0.93,1.16,0.22,173,104,0.73,0.07,0.09,C,,,,,,Simbad,268.3678,-26.2147,3
2G0203496-0092771,20.3497,-0.9277,0.22,1.42,1.11,1.27,0.2,28,83,0.62,,0.22,C,,1G020350-009252,,,,Simbad,277.8867,-11.609,3
2G0270255-0014887,27.0256,-0.1489,0.51,1.19,0.89,1.05,0.28,28,84,0.67,,0.24,C,,1G027025-001486,G027.033-00.151,,,Simbad,280.2917,-5.3228,3
2G0606303-0068883,60.6303,-0.6888,0.16,0.54,0.43,0.49,0.17,49,86,0.61,0.07,0.09,C,,1G060630-006893,G060.627-00.689,,,Simbad,296.9747,24.0899,3
2G3583224-0073882,358.3224,-0.7388,0.75,2.31,1.83,2.08,0.47,77,87,0.61,0.19,0.16,R,,1G358324-007417,G358.322-00.749,,CS16,Simbad,266.1219,-30.7527,3
2G3327646-0058618,332.7647,-0.5862,0.13,0.7,0.56,0.64,0.1,51,79,0.6,0.08,0.09,C,,1G332764-005867,G332.762-00.595,3.8,,Simbad,245.0182,-50.9569,3
2G3520581+0064493,352.0582,0.6449,0.23,0.59,0.48,0.54,0.21,52,60,0.6,0.11,0.09,C,,1G352059+006405,,,,Simbad,260.6705,-35.2562,3
2G3108001-0038539,310.8001,-0.3854,0.4,1.3,1.05,1.18,0.16,26,62,0.59,,0.14,C,,,G310.808-00.399,,,Simbad,209.9334,-62.2093,3
2G0283111+0007409,28.3111,0.0741,0.29,0.37,0.19,0.29,0.11,65,92,0.86,0.11,0.1,C,D,,G028.314+00.077,,,Simbad,280.6828,-4.0777,3
2G3479244+0050266,347.9245,0.5027,0.42,1.74,0.96,1.4,0.25,62,14,0.83,,0.17,C,,,G347.931+00.492,,,Simbad,257.82,-38.7096,3
2G3320898-0042362,332.0898,-0.4236,0.54,0.49,0.31,0.41,0.23,77,113,0.78,0.05,0.07,C,,,G332.092-00.422,,,Simbad,244.0674,-51.3118,3
2G3564796+0055184,356.4797,0.5518,0.38,0.66,0.51,0.59,0.38,11,103,0.64,0.09,0.13,R,,1G356479+005523,G356.480+00.552,,,Simbad,263.6982,-31.626,3
2G3045451-0084163,304.5451,-0.8416,0.09,0.3,0.28,0.29,0.07,18,96,0.41,0.28,0.19,R,,1G304548-008416,,,S159,Simbad,196.4978,-63.6678,3
2G3411540-0003948,341.154,-0.0395,0.05,0.32,0.29,0.31,0.05,51,87,0.39,,0.18,C,,1G341153-000423,G341.154-00.038,,,Simbad,252.8315,-44.3873,3
2G0186330-0048556,18.6331,-0.4856,0.83,1.64,1.42,1.53,0.28,82,74,0.5,,0.15,C,,,G018.631-00.492,,,Simbad,276.6708,-12.9244,3
2G3203345-0017845,320.3346,-0.1784,0.05,0.21,0.2,0.21,0.04,36,72,0.3,,0.44,C,,,,,,Simbad,227.5343,-58.2842,3
2G0415215+0082790,41.5215,0.8279,0.24,0.48,0.41,0.45,0.13,78,82,0.53,0.12,0.17,R,,1G041521+008270,G041.522+00.826,,,Simbad,286.0572,8.0189,3
2G3411737-0039851,341.1737,-0.3985,1.26,5.8,4.19,5.06,0.86,150,100,0.69,,0.35,C,P,1G341176-003905,G341.151-00.400,,,Simbad,253.2377,-44.6003,3
2G0182306+0039130,18.2306,0.3913,0.61,1.42,1.08,1.26,0.3,21,74,0.64,,0.24,C,,1G018224+004006,G018.218+00.397,16.3,,Simbad,275.6826,-12.8701,3
2G3405865+0034828,340.5866,0.3483,0.35,2.84,2.16,2.52,0.29,22,105,0.65,,0.2,C,P,1G340597+003518,G340.573+00.359,,,Simbad,251.9043,-44.5736,3
2G0042751+0003483,4.2752,0.0348,0.15,1.81,1.71,1.76,0.06,13,91,0.33,,0.13,C,P,1G004275+000372,G004.270+00.038,,CN54 CN55,Simbad,268.8334,-25.2473,3
2G0430730-0001678,43.073,-0.0168,0.15,0.43,0.35,0.39,0.09,143,101,0.59,0.22,0.13,R,,,G043.073-00.020,,N85,Simbad,287.5373,9.0078,3
2G0283748+0007529,28.3749,0.0753,1.06,4.19,3.51,3.86,0.81,134,113,0.55,0.09,0.1,C,P,,G028.394+00.076,,,Simbad,280.7109,-4.0204,3
2G3357080+0011283,335.7081,0.1128,0.63,5.15,4.28,4.74,0.5,63,80,0.56,,0.24,C,,1G335747+001275,G335.693+00.119,,,Simbad,247.4302,-48.3653,3
2G3081949-0004693,308.195,-0.0469,0.92,2.73,2.07,2.42,0.5,89,112,0.65,,0.16,C,,1G308199-000374,G308.192-00.042,,,Simbad,204.2985,-62.4502,3
2G3091660-0085227,309.166,-0.8523,0.81,1.32,1.07,1.2,0.36,59,121,0.59,0.28,0.31,R,,1G309169-008521,G309.171-00.849,,,Simbad,206.7214,-63.051,3
2G3478610+0000968,347.861,0.0097,0.5,1.16,0.84,1.01,0.26,20,61,0.69,,0.29,C,,1G347868+000126,G347.862+00.004,,,Simbad,258.2836,-39.0514,3
2G0282958-0020259,28.2959,-0.2026,0.13,0.74,0.56,0.66,0.09,8,74,0.65,,0.17,C,,1G028297-002017,G028.293-00.202,,,Simbad,280.9225,-4.2177,3
2G2975935-0003173,297.5935,-0.0317,0.78,2.54,1.68,2.16,0.5,19,70,0.75,,0.13,C,,,G297.570-00.036,,,Simbad,181.2661,-62.4218,3
2G3479527+0025094,347.9527,0.2509,0.3,1.02,0.82,0.93,0.16,41,78,0.59,,0.15,C,,,G347.955+00.249,,,Simbad,258.1021,-38.8354,3
2G3291187-0084574,329.1187,-0.8457,0.17,0.48,0.41,0.45,0.07,179,74,0.53,,0.2,C,,1G329119-008454,,,,Simbad,240.953,-53.6376,3
2G3563481-0022945,356.3482,-0.2295,0.16,0.67,0.41,0.55,0.09,155,140,0.79,0.09,0.25,R,,1G356348-002294,G356.347-00.230,,CS29,Simbad,264.39,-32.1578,3
2G0326626-0007524,32.6626,-0.0752,0.46,2.47,2.08,2.29,0.38,177,76,0.54,0.05,0.27,R,,1G032662-000722,G032.661-00.072,7.2,,Simbad,282.8036,-0.274,3
2G3153633-0023178,315.3634,-0.2318,0.33,0.73,0.66,0.7,0.17,66,85,0.43,0.06,0.18,R,,1G315363-002320,G315.363-00.235,,,Simbad,218.8432,-60.5703,3
2G3205989-0020602,320.599,-0.206,0.08,0.26,0.21,0.24,0.05,11,47,0.57,,0.24,C,,1G320599-002058,G320.599-00.206,,,Simbad,227.9931,-58.1733,3
2G3329394-0044375,332.9395,-0.4437,0.5,2.51,2.13,2.33,0.26,12,43,0.53,,0.22,C,,,G332.918-00.457,,,Simbad,245.0564,-50.7327,3
2G0319196+0019320,31.9196,0.1932,0.04,0.26,0.17,0.22,0.03,37,8,0.78,,0.27,C,D,,,,,Simbad,282.2259,-0.8128,3
2G3450957+0013294,345.0958,0.133,0.25,1.13,0.92,1.03,0.13,25,69,0.57,,0.21,C,,1G345096+001309,G345.095+00.136,,,Simbad,255.9929,-41.195,3
2G0445899+0035916,44.59,0.3592,0.48,0.62,0.53,0.57,0.18,159,104,0.52,0.18,0.07,R,,1G044590+003597,G044.585+00.362,,,Simbad,287.9104,10.5268,3
2G3269452-0001062,326.9452,-0.0106,1.21,5.68,4.65,5.19,0.6,48,40,0.57,,0.22,C,,1G326957-000292,G326.951+00.009,,S76,Simbad,237.2049,-54.3945,3
2G3043396+0062286,304.3397,0.6229,2.5,2.64,1.73,2.23,1.0,47,63,0.76,,0.22,C,,,G304.317+00.600,,,Simbad,195.8805,-62.2158,3
2G3479098+0005215,347.9098,0.0522,0.15,0.4,0.26,0.34,0.14,83,78,0.76,0.08,0.5,R,,1G347910+000557,G347.908+00.051,,,Simbad,258.2762,-38.987,3
2G2995034+0002367,299.5035,0.0237,0.17,0.63,0.5,0.57,0.15,145,98,0.61,0.11,0.11,C,,1G299504+000244,G299.505+00.025,,,Simbad,185.3806,-62.6487,3
2G3359374-0028758,335.9374,-0.2876,0.07,0.22,0.17,0.2,0.05,94,100,0.65,0.24,0.29,R,,1G335938-002870,,,,Simbad,248.1064,-48.4727,3
2G3522644-0006139,352.2644,-0.0614,0.74,1.15,0.79,0.99,0.25,66,83,0.73,,0.18,C,,,G352.263-00.059,,,Simbad,261.5288,-35.4833,3
2G3252889+0034948,325.289,0.3495,0.28,2.08,1.3,1.73,0.12,140,67,0.78,,0.15,C,,1G325301+003644,G325.314+00.360,,,Simbad,234.5455,-55.114,3
2G3399422-0058853,339.9422,-0.5885,0.65,2.53,1.85,2.21,0.33,14,91,0.68,0.08,0.24,R,,1G339941-005833,G339.938-00.581,,,Simbad,252.3317,-45.6699,3
2G3056277+0006304,305.6277,0.063,0.87,2.77,2.03,2.43,0.61,49,102,0.68,0.22,0.28,R,,,G305.627+00.041,,,Simbad,198.7424,-62.6855,3
2G0043999+0013282,4.4,0.1328,0.44,1.25,0.68,1.01,0.19,163,65,0.84,0.07,0.09,C,,1G004400+001326,,,CN59,Simbad,268.8094,-25.0901,3
2G3123674-0039725,312.3675,-0.3972,0.12,0.45,0.37,0.41,0.11,25,75,0.58,,0.17,C,,,G312.367-00.395,,,Simbad,213.1401,-61.7738,3
